2739	Gene2739	-0.24142155	4.4837837	620.7642	138.44652	NaN	453.0	392.0	526.0	403.0	1420.0	1118.0	342.0	497.0	246.0	725.0	386.0	459.0	638.0	665.0	416.0	919.0	856.0	368.0	185.0	525.0	1486.0	710.0	1875.0	1114.0	1206.0	1141.0	1591.0	569.0	1124.0	1485.0	1537.0	1705.0	965.0	260.0
1674	Gene1674	-0.61500496	4.507893	8543.071	1895.1362	NaN	6288.0	3412.0	10245.0	6421.0	10431.0	3219.0	4639.0	8790.0	5841.0	9981.0	10026.0	6448.0	5598.0	6456.0	14938.0	8556.0	11688.0	6574.0	8020.0	8259.0	20576.0	15497.0	23869.0	21043.0	1613.0	14092.0	19612.0	7833.0	17887.0	28552.0	21048.0	6316.0	22494.0	8252.0
1745	Gene1745	-0.587244	4.5992703	954.1214	207.4506	NaN	164.0	797.0	265.0	313.0	178.0	390.0	491.0	223.0	252.0	87.0	173.0	217.0	185.0	147.0	1448.0	462.0	505.0	426.0	190.0	406.0	2735.0	2089.0	1744.0	1522.0	855.0	444.0	1020.0	385.0	489.0	1837.0	2686.0	1499.0	716.0	460.0
4229	Gene4229	0.23005004	4.69661	1622.4142	345.44366	Infinity	-574.0	-348.0	-244.0	336.0	226.0	-588.0	252.0	-298.0	-1.0	53.0	-124.0	277.0	-33.0	579.0	560.0	406.0	266.0	-102.0	3.0	-130.0	2782.0	788.0	1902.0	3451.0	495.0	593.0	1307.0	777.0	658.0	4617.0	3654.0	1979.0	243.0	-171.0
5280	Gene5280	0.59512013	4.726906	1056.6143	223.5319	NaN	-21.0	1095.0	872.0	561.0	956.0	-569.0	754.0	896.0	492.0	329.0	446.0	441.0	84.0	688.0	716.0	1064.0	777.0	49.0	131.0	551.0	1046.0	1230.0	2332.0	2499.0	1724.0	990.0	250.0	3464.0	1218.0	1869.0	1161.0	856.0	1208.0	2164.0
6919	Gene6919	1.684017	4.9300895	686.0571	139.15714	Infinity	284.0	188.0	362.0	111.0	289.0	393.0	117.0	680.0	185.0	185.0	174.0	511.0	455.0	610.0	51.0	318.0	229.0	162.0	249.0	193.0	1238.0	1957.0	1629.0	1392.0	770.0	1578.0	945.0	1046.0	145.0	530.0	1083.0	664.0	564.0	86.0
1725	Gene1725	-0.5951226	4.93077	240.63571	48.802868	Infinity	-48.0	46.0	63.0	163.0	132.0	-2.0	48.0	129.0	51.0	120.0	10.0	12.0	54.0	38.0	-10.0	128.0	57.0	21.0	3.0	-22.0	181.0	112.0	250.0	54.0	525.0	526.0	200.0	448.0	210.0	389.0	351.0	528.0	230.0	60.0
6005	Gene6005	0.91181	5.054781	791.1714	156.51942	NaN	584.0	1226.0	586.0	582.0	1114.0	504.0	369.0	701.0	240.0	455.0	436.0	352.0	296.0	630.0	565.0	370.0	514.0	238.0	141.0	345.0	2437.0	1381.0	1558.0	1755.0	971.0	758.0	1060.0	1024.0	1064.0	1679.0	1926.0	1740.0	678.0	219.0
2121	Gene2121	-0.44983184	5.171874	4089.3286	790.68604	NaN	951.0	1008.0	1107.0	1405.0	1642.0	2622.0	1208.0	1502.0	1169.0	1551.0	1750.0	768.0	1815.0	2577.0	2718.0	1576.0	2065.0	1243.0	1297.0	558.0	6223.0	2815.0	13422.0	5946.0	6179.0	5971.0	3913.0	2442.0	2776.0	7323.0	6215.0	11451.0	2172.0	1775.0
4116	Gene4116	0.19395389	5.221774	4664.0215	893.18713	NaN	3232.0	2540.0	3560.0	5593.0	4410.0	6154.0	6937.0	3930.0	5188.0	4178.0	4029.0	11658.0	5188.0	7968.0	8204.0	8353.0	5374.0	3821.0	3662.0	2732.0	9912.0	7037.0	11229.0	8264.0	18426.0	11417.0	8011.0	11576.0	9324.0	8947.0	10649.0	9298.0	9004.0	6900.0
1779	Gene1779	-0.5746954	5.2576685	10928.264	2078.538	NaN	490.0	-49.0	989.0	706.0	199.0	1293.0	18.0	1213.0	-60.0	-146.0	-30.0	2269.0	296.0	2681.0	-113.0	87.0	777.0	917.0	-139.0	311.0	9138.0	10171.0	747.0	9006.0	22222.0	9986.0	14230.0	27285.0	28390.0	2606.0	5895.0	3917.0	17371.0	228.0
4082	Gene4082	0.18311682	5.386404	1579.2928	293.19986	NaN	-24.0	939.0	1.0	-12.0	-94.0	-54.0	122.0	310.0	-50.0	-55.0	-34.0	97.0	-54.0	-2.0	378.0	1250.0	45.0	-51.0	98.0	37.0	2494.0	3564.0	1808.0	4145.0	893.0	357.0	553.0	677.0	2017.0	1214.0	2089.0	1604.0	2660.0	28.0
1834	Gene1834	-0.5538009	5.466678	781.4643	142.95049	Infinity	168.0	244.0	154.0	287.0	222.0	390.0	73.0	88.0	128.0	117.0	37.0	159.0	252.0	122.0	247.0	74.0	252.0	111.0	130.0	230.0	928.0	593.0	1533.0	769.0	629.0	827.0	646.0	336.0	526.0	1605.0	1883.0	2204.0	560.0	341.0
3469	Gene3469	-0.00996501	5.503464	558.0786	101.40497	Infinity	231.0	275.0	181.0	109.0	211.0	274.0	62.0	132.0	163.0	99.0	23.0	179.0	229.0	104.0	324.0	169.0	180.0	120.0	265.0	277.0	328.0	305.0	1229.0	749.0	583.0	355.0	788.0	877.0	700.0	873.0	1643.0	1116.0	695.0	97.0
4366	Gene4366	0.27424237	5.514807	1757.9785	318.77423	NaN	62.0	273.0	500.0	75.0	485.0	-515.0	216.0	288.0	72.0	-298.0	-4.0	247.0	90.0	241.0	2189.0	507.0	1086.0	140.0	378.0	1247.0	3266.0	1412.0	4199.0	1465.0	2269.0	1079.0	615.0	1722.0	1915.0	4191.0	3418.0	2133.0	1474.0	549.0
1882	Gene1882	-0.53607124	5.5727816	10212.793	1832.6204	NaN	-65.0	68.0	250.0	107.0	-177.0	394.0	-125.0	-96.0	502.0	78.0	49.0	359.0	553.0	180.0	2090.0	163.0	-166.0	239.0	-39.0	453.0	11686.0	2745.0	17846.0	21404.0	10737.0	3168.0	14193.0	2460.0	123.0	24178.0	19680.0	3293.0	12735.0	2103.0
1829	Gene1829	-0.5556517	5.6919055	1285.85	225.90852	Infinity	-178.0	30.0	207.0	367.0	361.0	256.0	597.0	648.0	699.0	601.0	776.0	374.0	239.0	343.0	528.0	1021.0	456.0	631.0	182.0	265.0	1959.0	1617.0	3432.0	1057.0	1385.0	1880.0	222.0	1048.0	1850.0	2801.0	2444.0	2719.0	1023.0	447.0
4196	Gene4196	0.21949278	5.893821	4195.6714	711.8763	NaN	33.0	1269.0	1045.0	2450.0	1537.0	690.0	1183.0	7064.0	155.0	1327.0	283.0	2057.0	1102.0	4509.0	4401.0	2282.0	2128.0	348.0	1128.0	1357.0	7281.0	6957.0	6371.0	7056.0	7248.0	8964.0	3653.0	10449.0	975.0	5314.0	5178.0	6311.0	5086.0	3340.0
2288	Gene2288	-0.39104083	6.109389	6499.793	1063.9023	Infinity	-323.0	-524.0	-124.0	203.0	-140.0	-190.0	-111.0	-120.0	-38.0	-31.0	-83.0	-77.0	-2.0	-33.0	149.0	115.0	16.0	-321.0	-28.0	-21.0	6595.0	9851.0	7213.0	19568.0	4366.0	10120.0	5903.0	3717.0	2130.0	5249.0	7924.0	2705.0	4667.0	-189.0
2141	Gene2141	-0.4426311	6.3128657	841.3286	133.27206	NaN	444.0	426.0	832.0	588.0	1207.0	814.0	432.0	249.0	338.0	334.0	613.0	751.0	576.0	856.0	791.0	934.0	1158.0	366.0	792.0	811.0	1821.0	1723.0	2080.0	1731.0	2300.0	1100.0	936.0	1620.0	1046.0	1846.0	1690.0	1371.0	908.0	925.0
6041	Gene6041	0.9300878	6.3136663	2270.7783	359.6608	NaN	7.0	360.0	911.0	605.0	920.0	-62.0	565.0	216.0	289.0	1110.0	291.0	646.0	417.0	338.0	1616.0	1053.0	799.0	210.0	187.0	435.0	3223.0	1518.0	3016.0	3162.0	5704.0	2458.0	1724.0	2496.0	1705.0	3785.0	6008.0	1819.0	1717.0	1095.0
4847	Gene4847	0.43615037	6.7538004	3075.75	455.41025	NaN	178.0	105.0	92.0	399.0	805.0	-428.0	252.0	-52.0	-152.0	-61.0	28.0	878.0	162.0	373.0	2451.0	1931.0	395.0	43.0	509.0	417.0	5814.0	2335.0	2007.0	3870.0	4403.0	2287.0	2871.0	2122.0	3186.0	7133.0	5949.0	4174.0	2194.0	543.0
3252	Gene3252	-0.07852293	7.8017507	1388.2572	177.94176	Infinity	91.0	70.0	24.0	63.0	70.0	92.0	45.0	165.0	-87.0	14.0	-15.0	27.0	167.0	38.0	38.0	1.0	34.0	43.0	-2.0	94.0	1582.0	1269.0	892.0	1233.0	643.0	1267.0	1480.0	1568.0	3166.0	1121.0	2767.0	1415.0	1550.0	163.0
2335	Gene2335	-0.3751025	-6.710703	-2347.8286	349.86328	0.0	2751.0	-270.0	2578.0	521.0	2456.0	3021.0	2194.0	1713.0	1937.0	2639.0	3014.0	811.0	2137.0	3825.0	-152.0	2203.0	4218.0	2815.0	935.0	742.0	-722.0	-673.0	-458.0	-856.0	53.0	-324.0	-293.0	275.0	-73.0	-252.0	-561.0	-984.0	-248.0	308.0
1685	Gene1685	-0.61073947	-5.8800745	-5084.7285	864.7388	0.0	8700.0	4614.0	4357.0	7369.0	7216.0	6603.0	1487.0	7540.0	8791.0	12307.0	5433.0	1595.0	4537.0	7480.0	-28.0	5653.0	4830.0	1644.0	1671.0	1327.0	120.0	74.0	1.0	123.0	-218.0	51.0	80.0	445.0	221.0	-53.0	106.0	-27.0	-170.0	249.0
6225	Gene6225	1.0326982	-5.782706	-1325.2571	229.17595	NaN	1477.0	2758.0	721.0	779.0	2338.0	2363.0	1681.0	2047.0	2305.0	1995.0	1787.0	3739.0	2721.0	2213.0	658.0	643.0	2362.0	1955.0	1399.0	1667.0	676.0	502.0	291.0	530.0	517.0	463.0	126.0	655.0	429.0	535.0	996.0	1157.0	383.0	512.0
6855	Gene6855	1.580119	-5.676345	-1181.3142	208.11177	0.0	1484.0	606.0	1751.0	1052.0	2428.0	1467.0	1479.0	2148.0	1955.0	1275.0	980.0	821.0	1297.0	1087.0	929.0	3923.0	1794.0	1277.0	828.0	1361.0	197.0	110.0	139.0	388.0	282.0	196.0	268.0	461.0	446.0	328.0	253.0	450.0	375.0	528.0
1144	Gene1144	-0.84465575	-5.6762376	-533.5214	93.99209	0.0	786.0	994.0	233.0	510.0	598.0	861.0	615.0	853.0	773.0	382.0	443.0	421.0	1359.0	739.0	519.0	1226.0	765.0	344.0	1164.0	894.0	135.0	48.0	294.0	109.0	352.0	21.0	151.0	336.0	288.0	282.0	5.0	195.0	220.0	230.0
5171	Gene5171	0.55380076	-5.320926	-418.76428	78.701385	0.0	757.0	1.0	291.0	107.0	460.0	353.0	302.0	509.0	892.0	150.0	166.0	224.0	319.0	393.0	-68.0	425.0	453.0	615.0	404.0	838.0	-38.0	-44.0	17.0	-59.0	-10.0	-56.0	-15.0	-52.0	-80.0	69.0	-71.0	-233.0	13.0	10.0
758	Gene758	-1.0572602	-5.2780066	-4059.1785	769.07416	0.0	2006.0	1803.0	3110.0	1924.0	10157.0	7721.0	3883.0	4059.0	3939.0	6955.0	3498.0	1465.0	3635.0	8205.0	149.0	7873.0	6504.0	3302.0	310.0	2047.0	-45.0	46.0	14.0	3.0	141.0	55.0	86.0	49.0	67.0	6.0	192.0	208.0	-84.0	215.0
2642	Gene2642	-0.27242076	-5.0745764	-4460.9067	879.06976	NaN	12968.0	1813.0	4750.0	2559.0	5632.0	9288.0	3627.0	3115.0	11999.0	4200.0	3403.0	1642.0	4941.0	2282.0	707.0	6101.0	4634.0	4896.0	4317.0	6517.0	-160.0	382.0	460.0	686.0	155.0	174.0	698.0	314.0	325.0	1742.0	351.0	1070.0	301.0	623.0
2354	Gene2354	-0.36848718	-5.0582676	-3661.4644	723.85736	NaN	3633.0	522.0	5358.0	1338.0	8921.0	4174.0	6400.0	3598.0	5600.0	7477.0	6841.0	3375.0	2417.0	7867.0	2474.0	6203.0	9155.0	1814.0	1608.0	2420.0	1451.0	583.0	1342.0	1062.0	626.0	851.0	751.0	528.0	754.0	1957.0	1152.0	227.0	456.0	836.0
7119	Gene7119	2.6517322	-4.8603745	-683.45715	140.61821	0.0	2112.0	1323.0	826.0	613.0	1475.0	1353.0	1033.0	937.0	1691.0	479.0	438.0	751.0	1127.0	846.0	1661.0	1088.0	1187.0	1002.0	1504.0	1926.0	190.0	382.0	250.0	367.0	578.0	398.0	151.0	486.0	485.0	625.0	745.0	878.0	588.0	669.0
1962	Gene1962	-0.5069204	-4.6849084	-3750.7927	800.61176	NaN	3005.0	2881.0	5451.0	3250.0	6031.0	8630.0	11962.0	4283.0	4247.0	6024.0	5586.0	4608.0	7622.0	5452.0	4061.0	11146.0	10196.0	6205.0	3753.0	6570.0	3281.0	1844.0	3379.0	4125.0	4525.0	1012.0	-40.0	1237.0	3946.0	3959.0	2686.0	761.0	227.0	1221.0
3344	Gene3344	-0.049529918	-4.628634	-4184.4717	904.0403	NaN	11027.0	3004.0	10820.0	6392.0	7528.0	3665.0	6092.0	7117.0	9766.0	11375.0	6753.0	3869.0	4568.0	4743.0	5736.0	9475.0	11724.0	2854.0	10066.0	11334.0	5420.0	2799.0	4780.0	4158.0	2023.0	2030.0	3214.0	1839.0	1094.0	5708.0	5216.0	1927.0	3220.0	1525.0
4328	Gene4328	0.26215222	-4.6209083	-2887.3071	624.8354	NaN	4646.0	2141.0	3090.0	3198.0	10565.0	5279.0	3686.0	3619.0	5420.0	3770.0	3972.0	2833.0	648.0	4913.0	1438.0	6609.0	6622.0	2962.0	1076.0	3102.0	1683.0	764.0	1439.0	666.0	1629.0	469.0	420.0	1151.0	1012.0	720.0	1453.0	986.0	614.0	2284.0
4318	Gene4318	0.2588339	-4.5203886	-4627.4287	1023.6794	NaN	13407.0	1073.0	5681.0	1458.0	6074.0	2735.0	7243.0	6607.0	3394.0	3995.0	4685.0	1185.0	10410.0	4585.0	482.0	4287.0	5499.0	11269.0	4346.0	10455.0	544.0	-362.0	18.0	372.0	235.0	312.0	1190.0	328.0	153.0	5131.0	651.0	1019.0	-113.0	1947.0
4438	Gene4438	0.29746288	-4.480285	-1004.0357	224.10085	NaN	1815.0	1585.0	1237.0	1758.0	3172.0	2229.0	1192.0	1100.0	2947.0	2072.0	1878.0	781.0	862.0	2432.0	509.0	2009.0	2049.0	770.0	911.0	767.0	371.0	128.0	1048.0	323.0	653.0	381.0	1149.0	618.0	266.0	847.0	1133.0	487.0	540.0	452.0
3904	Gene3904	0.1261278	-4.4550524	-807.8571	181.33504	NaN	2290.0	503.0	1400.0	1214.0	1457.0	1539.0	1332.0	2333.0	2583.0	1665.0	1452.0	848.0	1696.0	1492.0	709.0	1338.0	1711.0	1175.0	1941.0	2702.0	541.0	724.0	355.0	738.0	1268.0	385.0	782.0	723.0	1580.0	861.0	894.0	853.0	468.0	484.0
804	Gene804	-1.0285932	-4.4403114	-2308.6216	519.92334	NaN	4057.0	1585.0	3600.0	2425.0	7275.0	2787.0	3367.0	2271.0	5083.0	2621.0	2388.0	2626.0	3229.0	2620.0	7408.0	4787.0	5499.0	1768.0	2097.0	5088.0	815.0	522.0	649.0	4118.0	690.0	397.0	1696.0	870.0	2704.0	1621.0	1427.0	680.0	1478.0	819.0
6281	Gene6281	1.0668803	-4.3756	-292.32855	66.80879	0.0	475.0	251.0	362.0	493.0	951.0	356.0	616.0	329.0	710.0	467.0	475.0	439.0	190.0	592.0	200.0	580.0	573.0	348.0	218.0	493.0	70.0	64.0	248.0	158.0	575.0	21.0	173.0	137.0	201.0	94.0	74.0	51.0	198.0	226.0
5377	Gene5377	0.63264334	-4.3500986	-260.75	59.94117	0.0	171.0	-95.0	45.0	-58.0	13.0	75.0	284.0	132.0	203.0	487.0	352.0	-82.0	262.0	101.0	-204.0	373.0	208.0	-1.0	142.0	77.0	-191.0	-189.0	-35.0	-232.0	-185.0	-96.0	-71.0	44.0	-19.0	-180.0	-198.0	-360.0	-84.0	-115.0
2422	Gene2422	-0.34543607	-4.309384	-576.0643	133.67671	NaN	1158.0	486.0	568.0	674.0	617.0	1406.0	1015.0	283.0	963.0	774.0	768.0	718.0	612.0	1319.0	842.0	1295.0	1142.0	614.0	406.0	717.0	123.0	213.0	341.0	819.0	87.0	96.0	340.0	-402.0	-21.0	556.0	-246.0	1244.0	171.0	78.0
